CB.CB_CD34_1	CB.CB_CD34_2	CB.CB_CD34_3	CB.CB_BFUE_1	CB.CB_BFUE_2	CB.CB_BFUE_3	CB.CB_CFUE_1	CB.CB_CFUE_2	CB.CB_CFUE_3	X20111212.CBPRO1	X20120309.CBPRO2	X20120327.CBPRO3	X20111212.CBEBASO1	X20120309.CBEBASO2	X20120327.CBEBASO3	X20111212.CBLB1	X20120309.CBLB2	X20120327.CBLB3	X20111212.CBPOLY1	X20120309.CBPOLY2	X20120327.CBPOLY3	X20111212.CBORTHO1	X20120309.CBORTHO2	X20120327.CBORTHO3	PB.PB_CD34_1	PB.PB_CD34_2	PB.PB_CD34_3	PB.PB_BFU_1	PB.PB_BFU_2	PB.PB_BFU_3	PB.PB_CFU_1	PB.PB_CFU_2	PB.PB_CFU_3	PB.Pro_PB_1	PB.Pro_PB_2	PB.Pro_PB_3	PB.Early_baso_PB_1	PB.Early_baso_PB_2	PB.Early_baso_PB_3	R.Late_baso_PB_1	R.Late_baso_PB_2	R.Late_baso_PB_3	R.Poly_PB_1	R.Poly_PB_2	R.Poly_PB_3	R.Orth_PB_1	R.Orth_PB_2	R.Orth_PB_3	Geneid
18.9	22.3	21.1	43.4	53.7	26	83.2	63.6	51.8	107.1	106.8	113.3	62.8	69	79.5	23.5	28.3	33.4	8.2	10.4	20.4	29.1	20.9	17.3	13	5.9	13.4	26.2	20.2	15.5	70	93.2	68	110	117.7	102.5	71.1	71.9	73.3	42	48.1	55.2	23.2	18.6	11.4	41.7	40.8	11.9	SERINC5
49.5	49.1	44.6	153.7	142.3	188.4	145.7	159	210.6	34.4	69.5	59.8	30.3	56.4	53.2	26.7	50.4	54.9	16.3	44.1	28.5	14.4	25	17.3	76.1	87.3	69.9	609.5	291.3	213.9	129.4	100.4	146.9	44.2	45.6	48.5	45.8	37.9	49.4	47.5	36.4	57.9	34.7	29.9	32.9	31.9	38.1	58.9	LOC644936
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SPZ1
4.6	5.4	5.2	8	7.4	8.4	8.4	6.8	8.8	7.5	7.6	6	8.2	8.7	7.5	7.4	8.6	8.5	4	3.8	3.8	1.3	0.9	0.6	2.7	4.1	4.5	2.4	2.8	4	6.3	6.8	7.4	6.8	7.1	7	7	7.3	7	8.5	7.3	5.9	2.1	3.5	3.1	0.7	0.9	0.7	CRSP8P
9.1	15.8	7.7	20.8	20.9	19.9	22.7	22.4	23.2	14.4	15.6	14.9	8.3	9.3	9.2	3.9	5.4	4.5	4.6	3.6	5.2	4	1.9	0.9	3.9	3.5	3.3	10.6	13.6	12	18.8	22	11.5	8	5.4	6	3.7	2.7	3.6	2	1.6	3.3	1.6	2.3	0.9	0.8	1.2	0.3	ZFYVE16
0.5	0.4	0.4	0.9	1.1	0.6	0.3	0.2	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.4	0.4	0	0.1	0.2	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	FAM151B
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANKRD34B
57.4	62.6	66.7	284.7	251.6	323.1	191	171	308	493.7	407.3	464	605.2	558.7	512.5	576.1	583.4	579.7	239.3	231.7	223.5	8.1	18.4	13.6	22.2	18.4	74.5	150.3	125.8	113.3	200.8	176.2	184.8	602	635.6	545.2	801.6	784.7	607.7	811.9	737.7	595.5	28.1	114.7	149.6	2.5	3.9	6.9	DHFR
369.9	169.8	293.2	165.5	189.8	121	168.4	153.9	91	105.4	242.5	114.6	110.9	308.9	113	101.7	312.5	111.3	106.4	205.3	116.6	120.4	161.8	199.6	649.1	1381.3	551.1	2569.4	8896.9	7392.8	276.6	353.3	207.3	133.7	190.7	190	201.8	223	227.2	169.8	183.2	251	135.1	215.8	199	120.5	154.9	143.3	MTRNR2L2
33.9	33.8	34.4	43.1	40.3	43.6	43.7	45.8	46.3	29.2	36.9	29.7	26	35.9	27.4	18.4	34.6	22.5	8	9.4	7.1	1.9	1.4	1.3	16.5	11.5	21.2	16.4	19.1	24.7	44.3	32.5	44.3	27.6	22.8	32.6	23.8	19.6	28.1	20.6	18.5	23.1	1.2	3.8	5.6	0.6	0.6	0.6	MSH3
1	0.3	0.8	0.4	0.2	0.2	0.2	0.2	0.3	0.4	0.3	0	0.2	0.1	0.1	0.2	0.1	0.1	0	0	0	0	0	0	0.3	0.2	0.3	0.7	0.1	0.6	0.3	0.3	0.1	0.3	0.2	0.1	0.2	0.2	0.2	0.1	0.1	0.2	0	0.1	0	0	0	0	RASGRF2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RNU5E-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RNU5D-1
0.3	0.1	0.1	0.2	0.2	0.1	0.1	0.3	0.2	0.2	0.1	0	0.1	0.2	0.2	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0	0	0	0	0	0	CKMT2
2.3	3	1.8	6.8	6.3	5.1	6	6.6	5.1	6.1	5.7	12.3	4	4.7	10.5	2.3	2.8	5.2	1	0.8	0.5	0	0.2	0	1.3	0.6	2.5	3.4	3	3.2	5.1	6	6.1	8.2	7.3	5.9	5.9	6.3	5.6	4.3	4.1	4.9	0.1	0.3	0.2	0	0.1	0	LOC100131067
8.1	10.9	9.4	33.2	32	35.4	38	35.7	42	33	43.5	37.3	29.9	34.7	36.2	21.1	29.4	31.1	8.4	9.1	7.7	1.3	0.6	0.9	8.1	5.8	9.4	28.4	26.1	21.1	34.3	38.3	37.1	38.4	34	37.7	31.9	30.9	32	26.8	25.1	34.5	2.1	6.4	5.8	0.4	0.5	0.6	ZCCHC9
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ACOT12
72	86.7	66.5	34.9	32.8	25.8	17.8	18.7	14.8	18.1	20.6	19.6	24.8	24.2	18.2	37.3	35.9	34.9	27.5	36.7	30.4	3.9	4.4	3.7	47.3	44	45	15.3	18.6	18.9	19.9	22.9	21.9	29.3	30.6	26.8	34.3	34.6	27	43.2	38.7	27.8	11.2	22.2	23.4	1.8	2.3	2.1	SSBP2
7.5	7.3	10.5	11.8	12.3	13.8	11.1	10.8	11.7	8.3	9.3	10.7	7.1	9.1	9.8	5.8	7.2	9.4	2.2	3.4	3.6	0.2	0.2	0.4	7.3	7.6	7.1	9.1	8.6	8.7	10.2	10	13.2	7.5	8.2	9	7.3	7.5	7.3	5.7	7.1	5.9	0.7	2.5	2.3	0	0.2	0.2	ATG10
3345.9	2925.1	3463.8	1737.6	1544.3	1469.1	1464.8	1316	1516.9	1247	1308.4	1168.5	1130.5	1115.6	1070.7	890	1015.1	919.8	293.6	221	174.5	49.7	34.9	27.6	4843	5182.5	4647.9	1626.2	1166.3	969.3	1341.2	1379.2	1373.6	1571.1	1375.8	1386.5	1406	1290.7	1386.1	1171.5	1010.7	1379.3	45	98.9	90.3	12.6	13.9	21.7	RPS23
0.5	0.5	0.5	0.8	0.7	0.8	0.9	0.6	0.4	0.2	0.4	1.2	0.3	0.4	1.5	0.3	0.4	1.5	0.3	0.1	0.6	0	0	0	0.4	0.3	0.4	1.4	1.3	1.1	0.4	1	1.4	0.7	0.9	0.5	0.7	0.9	0.3	0.6	0.7	0.5	0.1	0.4	0.1	0	0	0	ATP6AP1L
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR3977
39	50.9	32.9	105.8	107.1	152.6	104	96	151.4	107.1	128.8	129.2	92.8	122.1	131	71.5	115	121.6	54	94	81.4	26.4	32.7	25.9	42.3	26.9	32.5	92.7	83.4	79.5	84.1	99.1	90.6	122.8	123.5	91	116.5	112.3	93.2	101.8	97.3	94.6	52.8	69.1	59	10.6	11.8	11.2	TMEM167A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SCARNA18
2.3	3.2	3.1	14.3	14.3	18.8	15.4	15.2	19.8	7.5	16.3	12.3	8.4	13.8	11.2	8.7	15.7	12.9	5	5.4	4.7	0.3	0.6	0.7	2	2.2	2	11.7	12.1	9.3	13.3	12.8	22.9	14	13.9	15.1	14.6	14.1	14.1	14.7	13.5	15.8	0.8	1.8	2.8	0.2	0.2	0.1	XRCC4
15.3	10.9	12.3	0.4	0.4	0.4	19.5	14.9	22.2	0.9	0.2	0.1	1	0.9	0.7	2	0.8	0.3	0.1	0	0	0.1	0	0	3.1	2.1	4.6	0.1	0.1	0.9	0.3	0.4	0.2	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	VCAN
0.8	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HAPLN1
0.1	0.1	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0.1	0.1	0.1	0.2	0	0.2	0.1	0	0.2	0	0	0.4	0.6	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2	0.5	0.3	0	0.1	0.1	EDIL3
0.9	1.1	0.1	0	0.4	0.2	0.1	0.4	0.2	0.1	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0.1	0.1	0.2	0.1	0	0.1	0.1	0.1	0.1	0.2	0.1	0	0.1	0	0	0	0	0	0	0	NBPF22P
289.8	241.1	308.3	278.7	271.2	284.8	270.8	260.4	309.3	227.4	276	244.2	204.3	241.4	229.5	155	209.1	201.7	57.7	55.6	51.8	27.1	27.7	21.5	407.3	456.5	495.2	448.6	290.5	267.3	260.1	256.2	314.9	259.6	258.7	272.1	248.6	251.9	277.2	221.7	211.3	294.3	51.7	71	80.3	24	28.6	35.6	COX7C
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	MIR3607
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4280
44.2	43.6	44.8	51.8	48.1	51.5	66.1	67.5	54.8	45.6	70.2	57.4	40.9	64.9	53.7	33.8	64.5	49.2	21.5	38.1	32.2	5.2	8	5.7	20	17.9	25.7	21.4	29.2	28.1	62.7	57.6	63.8	66.2	63	69.5	64	63.5	64.4	59.9	57.6	56.4	16.7	33.1	23.8	2	4.2	2.9	RASA1
120.6	76.7	58.4	43.7	43.3	47	53.6	52.7	57.3	37	51.5	36.4	35	47.7	39.8	30.8	45.1	39.8	12.1	14.3	12.3	4	4.9	4.3	32.7	24.3	100.4	48	31.7	29.6	43.3	43.1	54.1	39.9	37.5	39.6	40.4	39.7	40.8	39.1	36.9	43.4	12.7	21.8	24.2	6.1	6.8	8.2	CCNH
10.5	9.8	10.9	12.5	11.5	12.2	20.8	20.3	16.9	21.2	32.6	29.7	18.6	32.5	31.2	13.7	26.6	27.1	5.5	10	6.5	0.2	0.6	0.9	5.9	3.7	7.4	2.6	7.8	5.9	16.1	17.2	19.3	21.6	23.7	18.5	22.9	23.3	16.9	21.6	19.8	20.5	1.6	5.6	2.5	0.1	0.2	0.1	TMEM161B
0.3	0.4	0.5	1.3	0.7	1.2	1.3	0.9	1.1	0.8	0.9	0.9	1	1	1	0.6	0.9	0.8	0.2	0.3	0.2	0	0	0	0.6	0.6	0.5	0.5	0.1	0.5	0.6	0.9	0.8	1.5	1.2	0.8	1.4	1.6	0.7	1.6	1.2	1.2	0.2	0.2	0.2	0	0	0	TMEM161B-AS1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC00461
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR9-2
165.9	133	142.8	95	64.4	76	88.8	99.7	93.3	13.5	8	6.9	4.8	4.7	3	2	1.7	1.4	0.4	0.3	0.1	1	0.5	0.5	31	25.7	56.5	64.9	71.9	59.8	117.6	76	92.4	4.6	4.3	5.3	2.3	2	3.9	1.4	1.2	3.2	0.3	0.2	0.2	0.1	0.2	0.1	MEF2C
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR3660
4.4	6.2	4.5	16.7	17.7	19.7	20.3	20.2	21	14	34.1	23.9	18.5	31.5	25.4	21.5	33.3	33.6	10.8	16.8	13.3	2.5	3.5	2.5	2.3	2	5.6	23.7	13.1	17.2	20.6	17.6	28	34.9	29.9	36.4	42.2	39.7	42.7	46	34.8	55	13.9	20.6	22.6	5.3	2.8	5.6	CETN3
3.6	5.9	4.3	17.9	20.4	17.9	24.6	25.7	17.7	20.1	24	28.2	12.7	19.8	25.2	5.7	10.3	12.7	0.8	0.9	0.9	0.4	0.2	0.3	3.3	1.7	3.4	8.9	12	12.4	30.2	27.4	27	21.4	20	18.1	15.5	13.6	14.8	9.1	9.9	11.2	0.4	0.7	0.8	0.7	0.3	0.5	MBLAC2
4.2	4.2	3.5	15	12.5	17.6	19	18.2	28.4	7.3	13.4	11.3	5.4	7.9	10.9	2.1	4.1	5.3	0.4	0.6	0.8	0.1	0.1	0.4	2.3	2.9	5.6	12.4	16.3	13.7	16.4	25.5	29.1	11.1	9	8.5	7.5	6	7.3	3.5	3.1	5.8	1.2	1.1	0.7	0.5	0.4	0.3	POLR3G
91.1	74.6	70.6	30.2	32.2	32.8	40.9	36.4	35.7	32.8	68.7	41.4	32.9	61.6	42.3	32.5	55	44.3	33.5	55.9	47.8	25.5	40.4	29.8	40.2	17.6	42.8	13.3	17.4	17.7	44.9	50.2	48.1	57.6	56.2	52.9	54.2	55.4	52.6	54.3	55.1	47.6	85.2	66.8	55.8	82.9	59.1	59.7	LYSMD3
0.3	0.3	0.3	0.1	0.1	0.1	0	0.1	0	0	0	0.1	0.1	0	0	0.1	0.1	0	0.5	0.4	0.7	0.1	0.2	0.2	0	0	0.2	0.2	0	0.1	0.1	0.1	0	0	0	0	0	0.1	0	0	0	0	0.8	1	0.5	0.2	0.2	0.1	GPR98
47.9	32.4	72.3	22.3	18	42.8	13.9	15	37.9	10.5	19.8	14	10.2	23.3	14.5	10.3	22.2	14.4	54.6	56.6	59.3	38.6	57.7	46.6	71.2	20.1	32.3	10.2	10.2	21.2	9.8	10.3	28.3	19.9	18.4	35.8	21.7	19.4	33.3	16.9	17.9	31.1	82.4	82.6	88.3	128.9	106.2	95	ARRDC3
0.9	0.8	1.2	0.5	0.4	0.4	0.4	0.5	0.4	0.6	1	1.1	0.9	1.2	1.9	1.3	1.9	2.1	0.8	1.1	0.6	0.2	0.3	0.2	0.9	0.6	0.9	0.5	0.1	0.2	0.3	0.5	0.5	0.9	1.5	0.6	1.4	1.9	1	1.5	1.8	1.4	0.3	0.8	0.6	0.4	0.1	0.1	ARRDC3-AS1
0.4	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0.1	0.1	0.3	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FLJ42709
0.3	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.2	0	0	1.1	1.9	1.3	2.7	5	4	0.4	0.6	0.2	0.7	1.7	3.8	0.2	0.1	0.1	0	0	0.1	0	0	0.1	0	0	0	1.1	2.4	0.6	0.1	1.5	0.3	NR2F1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR548AO
22.5	27.7	26.9	39.8	34.4	45.3	23.8	21	31	14.9	20.9	16.1	11.9	19.9	12.2	10.3	19.8	11.1	4.1	8.8	4	0.3	1.2	1.2	21.6	13.7	19.2	15.4	17.3	17.1	21.5	23.5	24.1	19.7	18.6	17.8	18.1	19	15.1	19	18.1	12.8	4.2	7.7	6.8	0.6	1	0.8	FAM172A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR2277
0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	POU5F2
2.2	2.5	2.6	1.9	1.7	2.2	1.7	1.9	2.4	0.8	0.8	1.4	0.5	0.9	0.9	0.3	0.7	1.1	0.1	0.1	0.1	0.3	0.3	0.3	0.6	0.5	1	0.9	1.2	0.9	1.6	2.1	1.6	1.5	1	1.3	0.8	0.9	0.9	0.6	0.5	0.7	0.4	0.5	0.4	0.4	0.6	0.2	KIAA0825
9.5	11.9	8	28.3	28.5	33.9	30.8	31.2	37.7	36.1	44.8	38	34.7	48.7	37.6	28.6	49.2	37.5	7.5	13.1	9	4.7	4.6	3.9	4.1	5.2	6.4	12.9	15.9	18.1	32.1	32.1	31.2	44.8	43.9	49.6	49.1	48.8	49.1	51	42.5	47.2	8.6	15.6	15.3	4	6.9	2.8	ANKRD32
35.8	39.9	35.7	21.5	28.3	16	7.9	9.6	7.7	0.6	0.5	0.5	0.4	0.3	0.5	0.4	0.4	0.6	0.2	0.1	0.2	0.3	0.3	0.1	7.4	6.9	17.9	5.3	4.7	5.1	8.8	7	7.2	0.4	0.7	0.6	0.5	0.4	0.3	0.3	0.4	0.9	0.2	0.1	0.1	0.1	0.1	0.1	MCTP1
0.8	0.6	0.7	0.1	0	0.1	0.2	0.2	0.1	0.1	0	0.1	0	0	0	0	0	0.1	0.1	0.1	0.1	0.2	0.3	0.2	3.3	3.3	0.8	0	0.3	0.3	0.1	0.2	0.2	0	0.1	0.1	0	0.1	0.1	0	0	0.1	0.2	0.1	0.3	0.1	0.1	0.1	FAM81B
48.6	65.8	52.1	170.3	143	169.7	182.2	168.3	186	156.2	199.2	176.5	146.8	191.2	153.9	113	172.8	137.5	37.9	44	30.7	8.1	6.7	5.3	26.8	18.7	26	45.5	83.1	47.5	148.3	168.3	143.7	169.3	163.9	148.9	148.9	140.9	135.9	128.3	120.8	110.3	18.5	40.8	41.7	4.5	6	4.6	TTC37
3.9	5.2	2.9	10.8	10	7.4	10.1	8.9	7	3.4	5.8	8.4	2.7	3.9	4.6	1.6	3.1	3.8	1.6	1.3	1.3	0.2	0.3	0.2	1.3	2	3.9	3.7	8.2	4.8	8.7	12.4	7.7	5.2	3.9	3.9	3.6	2.5	3.1	3	2.5	3.4	0.2	0.7	0.5	0.3	0.3	0.1	ARSK
0	0	0	0	0	0	0	0.1	0	0.1	0	0.2	0.1	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	GPR150
0.6	1	0.7	7.2	4.7	8.2	51.7	42.3	43.6	93	140.6	126.6	128	152.5	140.7	144.9	188.9	190.4	112.7	148.3	136.9	34.2	53.3	44.9	1.7	4.4	2.3	12.1	17.4	13.7	43.3	47.8	48.4	118.8	121.5	115.5	144.1	149.4	132.4	160.7	149.3	155.2	134.1	180.2	205.1	35.3	47.4	48.2	RFESD
0.2	0.4	0.3	0.3	0.3	0.5	0.8	0.6	0.6	2.2	3.4	3.4	2.5	3	3	2	3.5	4.1	1.3	3.9	3.2	0.2	1.3	0.7	0.3	0.5	0.3	0.8	0.9	0.9	0.8	1.2	0.7	1.8	3.4	1.8	2.7	2.7	1.3	2.2	2.8	2.4	2.3	2.6	1.8	0.2	0.4	0.2	SPATA9
22.1	25.9	18.6	36.1	34	49.9	120	127.8	124.8	166.1	236.7	189.8	127.2	205.7	185.1	67.1	127.4	112.8	17.1	12.6	14.7	6.2	3.6	2.8	16.5	10.1	15.3	35.1	36.5	37.7	104.2	113.2	96.1	139.5	183.9	160.4	106.7	131.6	146.8	65.7	86.3	130.4	7.9	15.3	8.8	1.8	2.1	1.9	RHOBTB3
21.5	23.6	20.9	41	38.6	35.2	138.1	121.5	105.2	268	367.2	335.6	187.1	245.8	251.7	68.7	115.2	106.7	1.2	2.5	2.3	1.7	2.8	2.4	29	28.9	37.2	47.9	41.3	44.5	187.1	137.3	193.5	418.2	384	375.2	259.8	258.6	321.5	117.7	132.9	294.1	2.7	2.9	2.7	4.4	4.4	3.2	GLRX
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0.1	0.3	0.4	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0.2	0.2	0.1	C5orf27
438.8	150.7	101	20.5	19.9	21.7	71.3	71.6	53.1	111.3	175.7	198.9	146.4	192.1	215.8	173.7	243.6	290.3	191.5	322.4	259.1	296.4	411.7	330.8	24.6	27.8	210.8	16.6	21.7	24.9	53.8	53	56.3	141.8	148.6	139	194	193	152.3	248.7	208.2	165.9	342.5	330.7	284.1	426.7	359.3	232	ELL2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR583
0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0.2	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PCSK1
50.9	57.4	48.7	73	44.6	66	349.5	298	236	588.3	775.2	587.7	568.4	720.4	577.7	426.3	565.5	489.6	141.4	171.1	148.5	71.2	45.8	34.8	58.3	35	47.6	55.7	98	87.7	321.4	387.1	302.7	720.2	743	612	703.8	697	582.4	597.7	571.5	540.5	94.4	100.3	128	55.8	42	43.9	CAST
52.9	113.1	119.2	146.6	178.7	144.9	98.8	100.3	93.8	85.2	69.1	85.6	77.8	71.9	80.1	69.8	69.5	77.1	34.5	31.3	34	3.8	2.8	1.5	39	21.2	40	32.2	58	36.7	81	111.3	97.4	91.9	95.2	84.1	91.7	94.7	80.7	91	86.9	75.4	9	24.1	21.4	1.9	1.2	1.5	ERAP1
29.2	25	13.9	37.4	15.1	49.8	39	10.6	55.7	56.1	25.1	30.2	35.8	19.5	22.8	18.8	10.7	13	2.8	1	0.9	0.7	0.6	0.3	56.1	50	12.3	59.3	83.8	64.9	77.3	44.7	49.6	16.4	21.2	25.9	12.3	14.6	20.2	7.8	9.6	17.6	0.3	0.5	0.7	0.6	0.3	0.5	ERAP2
33.5	32.3	22	48	58.4	50.2	45.1	42.5	41.6	34.1	23.1	22.5	24.6	27.3	20.8	15.5	18.4	14.3	6.4	6.7	7.4	4.5	2.9	2.2	12.4	5.6	9.1	4.8	11.2	8.7	36.2	44.7	23.4	22.2	27.8	27.5	16.4	20.5	22.9	14.3	16.1	11.4	5.3	9.8	8.7	3.7	4.7	2.5	LNPEP
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LIX1
41.6	32.3	25.3	47.2	41.3	49	56.9	51	65.1	33.3	55.8	45.9	26.3	45	41.4	13.8	31.6	27.4	2.2	3.6	2.8	0.5	0.9	0.8	14.7	10.4	25.8	37.3	38.3	35.3	46.5	48.6	57.6	36.3	30.6	34.7	28.9	22.6	29.3	19.4	15.1	26.5	1.8	3.6	3.6	0.3	0.2	0.6	RIOK2
1.3	0.6	0.7	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.2	0	0	0.1	0.5	0.7	0.4	0.4	0.1	2	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	RGMB
0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FLJ35946
282.4	235.4	118	91.7	99	115.9	117.7	120.4	149.2	150.4	167.3	157.6	139.4	163.8	148.8	103.4	142.4	116.3	73.2	94.2	78.1	37.9	34.3	25.8	116.9	169	74.9	48.1	78.1	62.5	97	113.7	89.7	108.9	112.8	100.6	101.1	99.9	94.6	87.3	88	83.9	45.4	62	41.7	31.8	34.3	19.6	CHD1
0.5	1.4	1.1	0.3	0.5	0.3	0.4	0.5	0.4	1.1	0.9	1	1	0.9	1	0.8	1.1	1	0.7	1.5	1.7	1.1	1.2	0.8	0.5	0.7	1.4	0.9	0.5	1.1	0.5	0.7	0.6	1.3	1.5	0.5	1.6	2	0.8	1	1.3	1.2	1.7	1.4	1.2	1.9	2	1.5	LOC100289230
0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	LOC100133050
2.1	4.5	3.3	2.4	3.2	2.3	3	3.5	1.6	5.6	7	11	3.1	4.3	6.9	1.4	2.6	3.5	0.2	0.4	0.3	0.1	0.2	0.2	7.2	5.2	4.7	3	2.9	3.5	4.6	4.6	6.8	6.2	5	5.6	3.6	2.9	4.3	1.8	1.8	4.6	0.5	1.1	0.8	0.2	0.2	0.1	FAM174A
32	25.1	29.5	25.7	32.1	25.4	14.1	15.3	15.7	3.1	5.4	5.4	1.7	2.7	3.3	0.7	0.8	1.7	0.2	0.4	0.3	0.2	0.4	0.4	14.5	11.9	12.4	21	20.5	14.4	19.6	18	16.6	5.4	4.5	5	2.8	2	4	1.7	1.5	2.6	0.6	0.4	0.4	0.6	0.7	0.6	ST8SIA4
1.5	0.8	0.9	5.2	7.2	4.1	2	1.1	1.5	4.8	5.8	5.4	3.6	5.2	5.3	2.4	4.1	5.2	0.2	0.1	0.2	0	0	0.1	0	0.1	0.1	0.5	1.3	0.3	1	1.7	0.4	1.1	1.5	4.9	1.1	0.9	5	0.9	0.9	4.1	0.1	0	0.1	0	0	0	SLCO4C1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLCO6A1
